term,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model,strata
(Intercept),-8.42592474733717,0.02922337039060131,-288.3283014490032,0,-8.483201500809622,-8.368647993864718,2.1911261264104088e-4,2.0691520199866948e-4,2.3202904646267387e-4,0 Unadjusted,all
"timesincevax_pw(0,3]",-1.46156678521241,0.3547105797312674,-4.120448807362072,3.781350817004918e-5,-2.1567867464210173,-0.7663468240038026,0.23187269526856547,0.11569628590003893,0.46470762991961284,0 Unadjusted,all
"timesincevax_pw(3,7]",-1.0490129708496954,0.25170409582285314,-4.1676436270150345,3.077645935825472e-5,-1.5423439334237061,-0.5556820082756846,0.35028331838573856,0.21387919484552878,0.5736808726437458,0 Unadjusted,all
"timesincevax_pw(7,14]",-0.8874408349680245,0.1819730285651807,-4.87677125541796,1.0783636295766484e-6,-1.244101417113457,-0.530780252822592,0.41170803450198634,0.28819976318709634,0.5881458881125062,0 Unadjusted,all
"timesincevax_pw(14,21]",-0.47321883149490074,0.17652619791427474,-2.6807286232081364,0.007346206409424497,-0.8192038217346688,-0.1272338412551327,0.6229937256115606,0.44078245624851115,0.8805277448078639,0 Unadjusted,all
"timesincevax_pw(21,28]",-1.9965826683515306,0.4993426533469251,-3.9984220353881477,6.376617795372807e-5,-2.975276284856173,-1.0178890518468884,0.13579855991735193,0.05103333231932325,0.3613569413856213,0 Unadjusted,all
"timesincevax_pw(28, Inf]",-0.6171797052802864,0.4482568186465571,-1.3768439867658147,0.16856048802536489,-1.4957469256520408,0.26138751509146785,0.5394637408859945,0.22408117023357244,1.29873084573489,0 Unadjusted,all
(Intercept),44.99194998358998,21.79913505956047,2.0639328056210107,0.0390240877910453,2.266430372727065,87.7174695944529,34654178489646813e3,9.644910556247332,12451251670907619e22,1 Demographics,all
"timesincevax_pw(0,3]",-1.4390655387060294,0.3547962575124083,-4.056033591774009,4.991308414435389e-5,-2.134453425279948,-0.7436776521321107,0.23714926197908778,0.1183092375461631,0.4753624790733844,1 Demographics,all
"timesincevax_pw(3,7]",-1.0257802460112924,0.2518651103845939,-4.072736570956345,4.64639667371835e-5,-1.5194267913273014,-0.5321337006952833,0.3585166250812982,0.2188372904403879,0.5873504017574981,1 Demographics,all
"timesincevax_pw(7,14]",-0.8646435689501922,0.18198981282634627,-4.7510547734626805,2.023583040054633e-6,-1.2213370476430163,-0.507950090257368,0.42120165522327113,0.2948356938985621,0.601727803092462,1 Demographics,all
"timesincevax_pw(14,21]",-0.47078205763862496,0.17671318407623168,-2.6641026253906213,0.007719400872618683,-0.817133534021436,-0.12443058125581397,0.6245136715649328,0.44169594802101164,0.8829995559591582,1 Demographics,all
"timesincevax_pw(21,28]",-2.0250449788834004,0.4991540345968644,-4.056954043292273,4.9716859969195637e-5,-3.0033689094311145,-1.0467210483356864,0.13198790638566427,0.04961962245711549,0.3510870613158548,1 Demographics,all
"timesincevax_pw(28, Inf]",-0.6800560884986687,0.44977610890921194,-1.5119880203239946,0.1305369101495683,-1.5616010630672887,0.2014888860699514,0.506588577775961,0.20979989928609047,1.2232226421763845,1 Demographics,all
"poly(age, degree = 2, raw = TRUE)1",-1.471564505550329,0.587442433976043,-2.5050361030104646,0.012243889483947409,-2.622930519133922,-0.32019849196673644,0.22956604673403003,0.07258982495316198,0.726004916627027,1 Demographics,all
"poly(age, degree = 2, raw = TRUE)2",0.010155221827450352,0.00395263864950616,2.5692259596558715,0.010192597226051692,0.0024081924305172416,0.017902251224383464,1.0102069610855302,1.0024110944549853,1.0180634570694986,1 Demographics,all
sexMale,0.19726652313155943,0.0562478125721546,3.5070967938265376,4.530243287412741e-4,0.08702283628097718,0.3075102099821417,1.2180686409158858,1.090921592025824,1.3600346943610149,1 Demographics,all
imd2,-0.16514276257562108,0.08765971967780714,-1.8839070348684945,0.05957755150035149,-0.3369526560390001,0.006667130887757944,0.8477726652389819,0.7139426399751023,1.0066894056803652,1 Demographics,all
imd3,-0.4050374458081657,0.08735644528113666,-4.636606314561515,3.5417606465211814e-6,-0.5762529323766374,-0.23382195923969393,0.6669518358403718,0.5620002791521057,0.7915027230982036,1 Demographics,all
imd4,-0.490093863850858,0.08984106850566784,-5.45512060355715,4.893961769014493e-8,-0.6661791224545627,-0.31400860524715335,0.612568893410585,0.5136674936067492,0.7305127418896848,1 Demographics,all
imd5 least deprived,-0.5646868784844234,0.09174244626563745,-6.155132127710982,7.501492848045872e-10,-0.744498769018674,-0.38487498795017294,0.5685381404134539,0.4749723111232469,0.6805357060506928,1 Demographics,all
ethnicityBlack,0.4791198115476505,0.22654743006576283,2.1148763921469786,0.03444048376770537,0.03509500782864883,0.9231446152666521,1.6146525779943603,1.0357181054536144,2.5171935625109096,1 Demographics,all
ethnicitySouth Asian,0.8148168791539271,0.11406691506961338,7.14332353651062,9.110085420621698e-13,0.5912498337898957,1.0383839245179585,2.2587620080655864,1.8062445106543596,2.824648478644867,1 Demographics,all
ethnicityMixed,-0.29572731903247573,0.5797595540753567,-0.5100861502905691,0.6099911076267541,-1.4320351647131764,0.840580526648225,0.7439902723503218,0.23882238442988335,2.317712079934518,1 Demographics,all
ethnicityOther,-0.14761035686976778,0.3343624373922035,-0.44146812070466646,0.6588741356281232,-0.8029486919415152,0.5077279782019797,0.8627672207776937,0.4480059829122349,1.6615119119833015,1 Demographics,all
(Intercept),43.199636878411035,21.778007595995366,1.9836358623713022,0.04729644828395284,0.5155263352204003,85.88374742160167,5772499666763391e3,1.674519628550924,19899290420154133e21,2 Demographics + clinical,all
"timesincevax_pw(0,3]",-1.448123883269098,0.35493142686276086,-4.080010316553443,4.503370208575128e-5,-2.1437766969015213,-0.7524710696366745,0.23501078241604204,0.11721133436673463,0.4712007430867958,2 Demographics + clinical,all
